url,common,preferred,brand,inn,pubchem,who_atc,cas,originator,stereochemistry,formula,mw,investigational,us_market,us_market_year,us_prev_market,first_year_approval,fda_links,target_list,condition_list,patent_list,pubmed,pmid,mesh,Parsed Molecule,Link,Result Type,CAS,Deprecated CAS,Compound/Substance,components,component_cas,id
https://drugs.ncats.io/drug/687X3KJY2O,['RIMEGEPANT SULFATE ANHYDROUS'],RIMEGEPANT SULFATE ANHYDROUS,[],,76972049,nan,,Bristol-Myers Squibb,ABSOLUTE,2C28H28F2N6O3.H2O4S,1167.193,0,1,['2020'],0,2020.0,['NDA212728'],['Calcitonin gene-related peptide type 1 receptor'],['Migraine Disorders'],"['20110251223', '20120245356']",['https://www.ncbi.nlm.nih.gov/pubmed/26650258'],['26650258'],,RIMEGEPANT SULFATE ANHYDROUS,https://pubchem.ncbi.nlm.nih.gov/compound/76972049,FEATURED,,,COMPOUND,"['https://pubchem.ncbi.nlm.nih.gov/compound/51049968', 'https://pubchem.ncbi.nlm.nih.gov/compound/1118']","[1289023-67-1, 1374024-48-2], [7664-93-9, 12772-98-4, 14808-79-8]",BoqKnu-Fi-0-CKY6RjZWzA
https://drugs.ncats.io/drug/12WW9T2ITA,"['LEVAMLODIPINE MALEATE', 'LEVAMLODIPINE MALEATE [WHO-DD]', '3,5-PYRIDINEDICARBOXYLIC ACID, 2-((2-AMINOETHOXY)METHYL)-4-(2-CHLOROPHENYL)-1,4-DIHYDRO-6-METHYL-, 3-ETHYL 5-METHYL ESTER, (4S)-, (2Z)-2-BUTENEDIOATE (1:1)']",LEVAMLODIPINE MALEATE,[],,69165622,nan,,,ABSOLUTE,C20H25ClN2O5.C4H4O4,524.948,0,1,['2019'],0,2019.0,['NDA212895'],[],[],"['JP2000044475A', 'JP2000143628A', 'JP2002179675A', 'JP2002540157A', 'JP2002542289A', 'JP2003128653A', 'JP2003286170A', 'JP2003500473A', 'JP2004107342A', 'JP2004131483A', 'JP2005516940A', 'JP2007015978A', 'JP2007126407A', 'JP2007153908A', 'JP2007314566A', 'JP2007500677A', 'JP2008013489A', 'JP2008133231A', 'JP2008133232A', 'JP2008266243A', 'JP2008510795A', 'JP2009035545A', 'JP2009256216A', 'JP2010013481A', 'JP2010043111A', 'JP2010100562A', 'JP2010111693A', 'JP2011068661A', 'JP2011207873A', 'JP2011507973A', 'JP4722295B2', 'JP4824754B2', 'JP4833840B2', 'JPH11335278A']",['https://www.ncbi.nlm.nih.gov/pubmed/24683248'],['24683248'],,LEVAMLODIPINE MALEATE,https://pubchem.ncbi.nlm.nih.gov/compound/69165622,FEATURED,135969-53-8,126288-35-5,COMPOUND,"['https://pubchem.ncbi.nlm.nih.gov/compound/444266', 'https://pubchem.ncbi.nlm.nih.gov/compound/9822750']","[110-16-7, 26099-09-2, 10237-70-4], [103129-82-4]",N7cwR-tdMBIGHEB2vmNCnw
https://drugs.ncats.io/drug/D07V79Q44T,['PANOBINOSTAT HYDRATE'],PANOBINOSTAT HYDRATE,[],,76972289,nan,,Novartis,ACHIRAL,C21H23N3O2.H2O,367.4415,0,1,['2015'],0,2015.0,['NDA205353'],"['Histone deacetylase 6', 'Histone deacetylase 4', 'Histone deacetylase 1', 'Histone deacetylase 3', 'Histone deacetylase 2', 'Histone deacetylase 8']",['Multiple Myeloma'],"['20030018062', '20040024067', '7989494', '7989639', '8536346', 'JP2013256542A']","['https://www.ncbi.nlm.nih.gov/pubmed/252160243', 'https://www.ncbi.nlm.nih.gov/pubmed/18445700', 'https://www.ncbi.nlm.nih.gov/pubmed/19215824', 'https://www.ncbi.nlm.nih.gov/pubmed/26362997', 'https://www.ncbi.nlm.nih.gov/pubmed/26272509', 'https://www.ncbi.nlm.nih.gov/pubmed/26733615']","['252160243', '18445700', '19215824', '26362997', '26272509', '26733615']",,PANOBINOSTAT HYDRATE,https://pubchem.ncbi.nlm.nih.gov/compound/76972289,FEATURED,,,COMPOUND,"['https://pubchem.ncbi.nlm.nih.gov/compound/6918837', 'https://pubchem.ncbi.nlm.nih.gov/compound/962']","[404950-80-7], [7732-18-5, 17778-80-2, 3352-57-6]",E2arSwSH0vErgUf605LFfQ
https://drugs.ncats.io/drug/236Y2F7D9J,"['PEMETREXED MONOHYDRATE', 'PEMETREXED MONOHYDRATE [WHO-DD]', 'PEMETREXED DIACID MONOHYDRATE']",PEMETREXED MONOHYDRATE,['ARMISARTE'],,91827012,nan,,Eli Lilly,ABSOLUTE,C20H21N5O6.H2O,445.4259,0,1,['2020'],0,2004.0,"['NDA208297', 'NDA021462']","['GAR transformylase', 'Thymidylate synthase', 'AICAR transformylase', 'Dihydrofolate reductase']","['Mesothelioma', 'Carcinoma, Non-Small-Cell Lung']","['JP2011510954A', 'JP2011512332A', 'WO/2010/030598A2', 'WO/2016/059238A1']","['https://www.ncbi.nlm.nih.gov/pubmed/11524555', 'https://www.ncbi.nlm.nih.gov/pubmed/11374991', 'https://www.ncbi.nlm.nih.gov/pubmed/12722874', 'https://www.ncbi.nlm.nih.gov/pubmed/12570380', 'https://www.ncbi.nlm.nih.gov/pubmed/14687931', 'https://www.ncbi.nlm.nih.gov/pubmed/15655931', 'https://www.ncbi.nlm.nih.gov/pubmed/16291410', 'https://www.ncbi.nlm.nih.gov/pubmed/17308042', 'https://www.ncbi.nlm.nih.gov/pubmed/19852529']","['11524555', '11374991', '12722874', '12570380', '14687931', '15655931', '16291410', '17308042', '19852529']",,PEMETREXED MONOHYDRATE,https://pubchem.ncbi.nlm.nih.gov/compound/135565166,FEATURED,,,COMPOUND,[],,BzxEWvj7dXlMnT_oYU6PpA
https://drugs.ncats.io/drug/WGA590NHUY,['DESLORATADINE HEMISULFATE'],DESLORATADINE HEMISULFATE,[],,76960496,nan,,,ACHIRAL,2C19H19ClN2.H2O4S,719.72,0,1,['2010'],0,2001.0,"['ANDA078364', 'NDA021165']",['Histamine H1 receptor'],"['Urticaria', 'Rhinitis, Allergic, Perennial', 'Rhinitis, Allergic, Seasonal']","['5714609', '6075025', '6492381', 'JP4739217B2']","['https://www.ncbi.nlm.nih.gov/pubmed/14720073', 'https://www.ncbi.nlm.nih.gov/pubmed/14720057', 'https://www.ncbi.nlm.nih.gov/pubmed/12492727', 'https://www.ncbi.nlm.nih.gov/pubmed/12492726', 'https://www.ncbi.nlm.nih.gov/pubmed/12851991', 'https://www.ncbi.nlm.nih.gov/pubmed/12575624', 'https://www.ncbi.nlm.nih.gov/pubmed/12517581', 'https://www.ncbi.nlm.nih.gov/pubmed/12517578', 'https://www.ncbi.nlm.nih.gov/pubmed/12548327', 'https://www.ncbi.nlm.nih.gov/pubmed/12975558', 'https://www.ncbi.nlm.nih.gov/pubmed/12962522', 'https://www.ncbi.nlm.nih.gov/pubmed/12688835', 'https://www.ncbi.nlm.nih.gov/pubmed/12740532', 'https://www.ncbi.nlm.nih.gov/pubmed/12664016', 'https://www.ncbi.nlm.nih.gov/pubmed/14512130', 'https://www.ncbi.nlm.nih.gov/pubmed/12952117', 'https://www.ncbi.nlm.nih.gov/pubmed/12924753', 'https://www.ncbi.nlm.nih.gov/pubmed/12917016', 'https://www.ncbi.nlm.nih.gov/pubmed/14735233', 'https://www.ncbi.nlm.nih.gov/pubmed/14704897', 'https://www.ncbi.nlm.nih.gov/pubmed/12589354', 'https://www.ncbi.nlm.nih.gov/pubmed/12549956', 'https://www.ncbi.nlm.nih.gov/pubmed/12515585', 'https://www.ncbi.nlm.nih.gov/pubmed/12946545', 'https://www.ncbi.nlm.nih.gov/pubmed/12852841', 'https://www.ncbi.nlm.nih.gov/pubmed/12860030', 'https://www.ncbi.nlm.nih.gov/pubmed/14524292', 'https://www.ncbi.nlm.nih.gov/pubmed/14524290', 'https://www.ncbi.nlm.nih.gov/pubmed/12814463', 'https://www.ncbi.nlm.nih.gov/pubmed/12801313', 'https://www.ncbi.nlm.nih.gov/pubmed/12757447', 'https://www.ncbi.nlm.nih.gov/pubmed/12731460', 'https://www.ncbi.nlm.nih.gov/pubmed/12702247', 'https://www.ncbi.nlm.nih.gov/pubmed/12642858', 'https://www.ncbi.nlm.nih.gov/pubmed/12642846', 'https://www.ncbi.nlm.nih.gov/pubmed/12584158', 'https://www.ncbi.nlm.nih.gov/pubmed/12743547', 'https://www.ncbi.nlm.nih.gov/pubmed/14655812', 'https://www.ncbi.nlm.nih.gov/pubmed/14619900', 'https://www.ncbi.nlm.nih.gov/pubmed/14582817', 'https://www.ncbi.nlm.nih.gov/pubmed/14530791', 'https://www.ncbi.nlm.nih.gov/pubmed/14520518', 'https://www.ncbi.nlm.nih.gov/pubmed/12968983', 'https://www.ncbi.nlm.nih.gov/pubmed/14552827', 'https://www.ncbi.nlm.nih.gov/pubmed/14655512', 'https://www.ncbi.nlm.nih.gov/pubmed/15005765', 'https://www.ncbi.nlm.nih.gov/pubmed/14754651', 'https://www.ncbi.nlm.nih.gov/pubmed/14741075', 'https://www.ncbi.nlm.nih.gov/pubmed/14988742', 'https://www.ncbi.nlm.nih.gov/pubmed/15019035']","['14720073', '14720057', '12492727', '12492726', '12851991', '12575624', '12517581', '12517578', '12548327', '12975558', '12962522', '12688835', '12740532', '12664016', '14512130', '12952117', '12924753', '12917016', '14735233', '14704897', '12589354', '12549956', '12515585', '12946545', '12852841', '12860030', '14524292', '14524290', '12814463', '12801313', '12757447', '12731460', '12702247', '12642858', '12642846', '12584158', '12743547', '14655812', '14619900', '14582817', '14530791', '14520518', '12968983', '14552827', '14655512', '15005765', '14754651', '14741075', '14988742', '15019035']",,DESLORATADINE HEMISULFATE,https://pubchem.ncbi.nlm.nih.gov/compound/76960496,FEATURED,,,COMPOUND,"['https://pubchem.ncbi.nlm.nih.gov/compound/1118', 'https://pubchem.ncbi.nlm.nih.gov/compound/124087']","[7664-93-9, 12772-98-4, 14808-79-8], [100643-71-8]",JZyXMNFyjLxSnK0fusBZXQ
https://drugs.ncats.io/drug/IDA6371YXH,"['TRAVOPROST 5,6-TRANS ISOMER', 'TRAVOPROST IMPURITY, 5,6-TRANS ISOMER- [USP]', '(5E,13E)-(9S,11R,15R)-9,11,15-TRIHYDROXY-16-(M-TRIFLUOROMETHYLPHENOXY)-17,18,19,20-TETRANOR-5,13-PROSTADIENOIC ACID, ISOPROPYL ESTER']","TRAVOPROST 5,6-TRANS ISOMER",[],,6916019,nan,,Alcon,ABSOLUTE,C26H35F3O6,500.5477,0,1,['2006'],0,2001.0,['NDA021994'],['Prostanoid FP receptor'],"['Glaucoma, Open-Angle', 'Glaucoma (other types)']","['021994-001', 'US8178582', 'WO2013093528A1']","['https://www.ncbi.nlm.nih.gov/pubmed/9038626', 'https://www.ncbi.nlm.nih.gov/pubmed/15321024', 'https://www.ncbi.nlm.nih.gov/pubmed/18452763', 'https://www.ncbi.nlm.nih.gov/pubmed/19038618', 'https://www.ncbi.nlm.nih.gov/pubmed/18983226', 'https://www.ncbi.nlm.nih.gov/pubmed/18837686', 'https://www.ncbi.nlm.nih.gov/pubmed/19403113', 'https://www.ncbi.nlm.nih.gov/pubmed/19929706']","['9038626', '15321024', '18452763', '19038618', '18983226', '18837686', '19403113', '19929706']",,"TRAVOPROST 5,6 TRANS ISOMER",https://pubchem.ncbi.nlm.nih.gov/compound/6916019,FEATURED,1563176-59-9,,COMPOUND,[],,xE4b3RsHtkmo8wkZTEjsAA
https://drugs.ncats.io/drug/0CVZ0EQN96,"['AMPRENAVIR MESYLATE', '141W94 MESILATE', 'AMPRENAVIR MESILATE']",AMPRENAVIR MESYLATE,[],,44596196,nan,,Vertex,ABSOLUTE,C25H35N3O6S.CH4O3S,601.733,0,1,['2003'],0,1999.0,['NDA021548'],"['Pregnane X receptor', 'Cytochrome P450 3A', 'Human immunodeficiency virus type 1 protease']",['HIV Infections'],"['JP2009526755A', 'JP2011508764A', 'JP2011510954A', 'JP4676536B2', 'JP4708329B2', 'JP4738172B2']","['https://www.ncbi.nlm.nih.gov/pubmed/11594690', 'https://www.ncbi.nlm.nih.gov/pubmed/11548206', 'https://www.ncbi.nlm.nih.gov/pubmed/11737387', 'https://www.ncbi.nlm.nih.gov/pubmed/11477320', 'https://www.ncbi.nlm.nih.gov/pubmed/11878405', 'https://www.ncbi.nlm.nih.gov/pubmed/11878403', 'https://www.ncbi.nlm.nih.gov/pubmed/11802104', 'https://www.ncbi.nlm.nih.gov/pubmed/11700580', 'https://www.ncbi.nlm.nih.gov/pubmed/11483161', 'https://www.ncbi.nlm.nih.gov/pubmed/11486877', 'https://www.ncbi.nlm.nih.gov/pubmed/11486821', 'https://www.ncbi.nlm.nih.gov/pubmed/11718166', 'https://www.ncbi.nlm.nih.gov/pubmed/11491421', 'https://www.ncbi.nlm.nih.gov/pubmed/11491415', 'https://www.ncbi.nlm.nih.gov/pubmed/11682786', 'https://www.ncbi.nlm.nih.gov/pubmed/11548299', 'https://www.ncbi.nlm.nih.gov/pubmed/11740410', 'https://www.ncbi.nlm.nih.gov/pubmed/11698713', 'https://www.ncbi.nlm.nih.gov/pubmed/11708264', 'https://www.ncbi.nlm.nih.gov/pubmed/11551211', 'https://www.ncbi.nlm.nih.gov/pubmed/11983066', 'https://www.ncbi.nlm.nih.gov/pubmed/11963641', 'https://www.ncbi.nlm.nih.gov/pubmed/12015873', 'https://www.ncbi.nlm.nih.gov/pubmed/11897976', 'https://www.ncbi.nlm.nih.gov/pubmed/11848286', 'https://www.ncbi.nlm.nih.gov/pubmed/11773409', 'https://www.ncbi.nlm.nih.gov/pubmed/11834950', 'https://www.ncbi.nlm.nih.gov/pubmed/11741936', 'https://www.ncbi.nlm.nih.gov/pubmed/11816252', 'https://www.ncbi.nlm.nih.gov/pubmed/11816239', 'https://www.ncbi.nlm.nih.gov/pubmed/11784141', 'https://www.ncbi.nlm.nih.gov/pubmed/11850992', 'https://www.ncbi.nlm.nih.gov/pubmed/11824819', 'https://www.ncbi.nlm.nih.gov/pubmed/11807318', 'https://www.ncbi.nlm.nih.gov/pubmed/12116020', 'https://www.ncbi.nlm.nih.gov/pubmed/12069982', 'https://www.ncbi.nlm.nih.gov/pubmed/12134255', 'https://www.ncbi.nlm.nih.gov/pubmed/12076682', 'https://www.ncbi.nlm.nih.gov/pubmed/12109915', 'https://www.ncbi.nlm.nih.gov/pubmed/12021635', 'https://www.ncbi.nlm.nih.gov/pubmed/11933027', 'https://www.ncbi.nlm.nih.gov/pubmed/12054084', 'https://www.ncbi.nlm.nih.gov/pubmed/12038302', 'https://www.ncbi.nlm.nih.gov/pubmed/12005085', 'https://www.ncbi.nlm.nih.gov/pubmed/11895054', 'https://www.ncbi.nlm.nih.gov/pubmed/11965920', 'https://www.ncbi.nlm.nih.gov/pubmed/11873002', 'https://www.ncbi.nlm.nih.gov/pubmed/11976990', 'https://www.ncbi.nlm.nih.gov/pubmed/11953467', 'https://www.ncbi.nlm.nih.gov/pubmed/11983263']","['11594690', '11548206', '11737387', '11477320', '11878405', '11878403', '11802104', '11700580', '11483161', '11486877', '11486821', '11718166', '11491421', '11491415', '11682786', '11548299', '11740410', '11698713', '11708264', '11551211', '11983066', '11963641', '12015873', '11897976', '11848286', '11773409', '11834950', '11741936', '11816252', '11816239', '11784141', '11850992', '11824819', '11807318', '12116020', '12069982', '12134255', '12076682', '12109915', '12021635', '11933027', '12054084', '12038302', '12005085', '11895054', '11965920', '11873002', '11976990', '11953467', '11983263']",,AMPRENAVIR MESYLATE,https://pubchem.ncbi.nlm.nih.gov/compound/44596196,FEATURED,,,COMPOUND,"['https://pubchem.ncbi.nlm.nih.gov/compound/6395', 'https://pubchem.ncbi.nlm.nih.gov/compound/65016']","[75-75-2], [161814-49-9]",Jf9IXCb5l22fwmBlJSSLcg
https://drugs.ncats.io/drug/R5U9EZY06G,"['DALFOPRISTIN MESYLATE', 'DALFOPRISTIN MESILATE', 'DALFOPRISTIN MESILATE [MART.]']",DALFOPRISTIN MESYLATE,[],,91617966,nan,,Rhône-Poulenc,ABSOLUTE,C34H50N4O9S.CH4O3S,786.953,0,1,['1999'],0,1999.0,['NDA050748'],['Bacterial 70S ribosome'],"['Skin Diseases, Infectious']",['JP2002517422A'],['https://www.ncbi.nlm.nih.gov/pubmed/10428933'],['10428933'],,DALFOPRISTIN MESYLATE,https://pubchem.ncbi.nlm.nih.gov/compound/91617966,FEATURED,,,COMPOUND,"['https://pubchem.ncbi.nlm.nih.gov/compound/6323289', 'https://pubchem.ncbi.nlm.nih.gov/compound/6395']","[112362-50-2], [75-75-2]",l1eFlYf_nH14AmmvMeD97g
https://drugs.ncats.io/drug/91VAC8654E,"['QUINUPRISTIN MESYLATE', 'QUINUPRISTIN MESILATE [WHO-DD]', 'QUINUPRISTIN MESILATE']",QUINUPRISTIN MESYLATE,[],,90479635,nan,,Rhône-Poulenc,ABSOLUTE,C53H67N9O10S.CH4O3S,1118.324,0,1,['1999'],0,1999.0,['NDA050748'],['Bacterial 70S ribosome'],"['Skin Diseases, Infectious']",['WO1999030728'],['https://www.ncbi.nlm.nih.gov/pubmed/15059283'],['15059283'],,QUINUPRISTIN MESYLATE,https://pubchem.ncbi.nlm.nih.gov/compound/90479635,FEATURED,,,COMPOUND,"['https://pubchem.ncbi.nlm.nih.gov/compound/6395', 'https://pubchem.ncbi.nlm.nih.gov/compound/5388937']","[75-75-2], [120138-50-3]",KYrNpGiN1LRzZUpJrx7OnQ
https://drugs.ncats.io/drug/W581802O4C,['RIZATRIPTAN SULFATE ANHYDROUS'],RIZATRIPTAN SULFATE ANHYDROUS,[],,3038519,nan,,Merck Sharp & Dohme,ACHIRAL,2C15H19N5.H2O4S,636.768,0,1,['2014'],0,1998.0,"['ANDA203146', 'NDA020865']","['Serotonin 1a (5-HT1a) receptor', 'Serotonin 1b (5-HT1b) receptor', 'Serotonin 2a (5-HT2a) receptor', 'Serotonin 1d (5-HT1d) receptor']","['Migraine with Aura', 'Migraine without Aura']","['JP2006505569A', 'JP2011524901A', 'JP2011526251A', 'JP3824863B2', 'JP4763957B2']","['https://www.ncbi.nlm.nih.gov/pubmed/12739316', 'https://www.ncbi.nlm.nih.gov/pubmed/12463279', 'https://www.ncbi.nlm.nih.gov/pubmed/12463276', 'https://www.ncbi.nlm.nih.gov/pubmed/12434581', 'https://www.ncbi.nlm.nih.gov/pubmed/12373035', 'https://www.ncbi.nlm.nih.gov/pubmed/12269863', 'https://www.ncbi.nlm.nih.gov/pubmed/12093318', 'https://www.ncbi.nlm.nih.gov/pubmed/12087878', 'https://www.ncbi.nlm.nih.gov/pubmed/12487957', 'https://www.ncbi.nlm.nih.gov/pubmed/12422253', 'https://www.ncbi.nlm.nih.gov/pubmed/12122940', 'https://www.ncbi.nlm.nih.gov/pubmed/12117355', 'https://www.ncbi.nlm.nih.gov/pubmed/12100223', 'https://www.ncbi.nlm.nih.gov/pubmed/12168506', 'https://www.ncbi.nlm.nih.gov/pubmed/12100094', 'https://www.ncbi.nlm.nih.gov/pubmed/12100089', 'https://www.ncbi.nlm.nih.gov/pubmed/12390621', 'https://www.ncbi.nlm.nih.gov/pubmed/12383065', 'https://www.ncbi.nlm.nih.gov/pubmed/12383062', 'https://www.ncbi.nlm.nih.gov/pubmed/12383060', 'https://www.ncbi.nlm.nih.gov/pubmed/12534022', 'https://www.ncbi.nlm.nih.gov/pubmed/12390657', 'https://www.ncbi.nlm.nih.gov/pubmed/12229911', 'https://www.ncbi.nlm.nih.gov/pubmed/12221187', 'https://www.ncbi.nlm.nih.gov/pubmed/14524731', 'https://www.ncbi.nlm.nih.gov/pubmed/12830928', 'https://www.ncbi.nlm.nih.gov/pubmed/12656709', 'https://www.ncbi.nlm.nih.gov/pubmed/12619220', 'https://www.ncbi.nlm.nih.gov/pubmed/14613361', 'https://www.ncbi.nlm.nih.gov/pubmed/12814962', 'https://www.ncbi.nlm.nih.gov/pubmed/12890128', 'https://www.ncbi.nlm.nih.gov/pubmed/12904112', 'https://www.ncbi.nlm.nih.gov/pubmed/12603640', 'https://www.ncbi.nlm.nih.gov/pubmed/14579499', 'https://www.ncbi.nlm.nih.gov/pubmed/14693315', 'https://www.ncbi.nlm.nih.gov/pubmed/14686564', 'https://www.ncbi.nlm.nih.gov/pubmed/14684238', 'https://www.ncbi.nlm.nih.gov/pubmed/14651728', 'https://www.ncbi.nlm.nih.gov/pubmed/14725007', 'https://www.ncbi.nlm.nih.gov/pubmed/14691338', 'https://www.ncbi.nlm.nih.gov/pubmed/14585450', 'https://www.ncbi.nlm.nih.gov/pubmed/12954804', 'https://www.ncbi.nlm.nih.gov/pubmed/14511196', 'https://www.ncbi.nlm.nih.gov/pubmed/14998068', 'https://www.ncbi.nlm.nih.gov/pubmed/14756865', 'https://www.ncbi.nlm.nih.gov/pubmed/14724478', 'https://www.ncbi.nlm.nih.gov/pubmed/14705108', 'https://www.ncbi.nlm.nih.gov/pubmed/14687019', 'https://www.ncbi.nlm.nih.gov/pubmed/14715155', 'https://www.ncbi.nlm.nih.gov/pubmed/14752061']","['12739316', '12463279', '12463276', '12434581', '12373035', '12269863', '12093318', '12087878', '12487957', '12422253', '12122940', '12117355', '12100223', '12168506', '12100094', '12100089', '12390621', '12383065', '12383062', '12383060', '12534022', '12390657', '12229911', '12221187', '14524731', '12830928', '12656709', '12619220', '14613361', '12814962', '12890128', '12904112', '12603640', '14579499', '14693315', '14686564', '14684238', '14651728', '14725007', '14691338', '14585450', '12954804', '14511196', '14998068', '14756865', '14724478', '14705108', '14687019', '14715155', '14752061']",,RIZATRIPTAN SULFATE ANHYDROUS,https://pubchem.ncbi.nlm.nih.gov/compound/3038519,FEATURED,159776-67-7,,COMPOUND,"['https://pubchem.ncbi.nlm.nih.gov/compound/1118', 'https://pubchem.ncbi.nlm.nih.gov/compound/5078']","[7664-93-9, 12772-98-4, 14808-79-8], [144034-80-0, 145202-66-0]",2uMrT1hKr1xnrdwmIQpwEQ
https://drugs.ncats.io/drug/34OB95C8AE,"['INDINAVIR SULFATE ETHANOLATE', 'INDINAVIR SULFATE ETHANOLATE [JAN]', 'INDINAVIR SULFATE [EP]']",INDINAVIR SULFATE ETHANOLATE,[],,11954281,nan,,Merck,ABSOLUTE,C36H47N5O4.C2H6O.H2O4S,757.936,0,1,['1996'],0,1996.0,['NDA020685'],"['UDP-glucuronosyltransferase 1-1', 'Human immunodeficiency virus type 1 protease', 'Leishmania amazonensis']","['HIV Infections', 'HIV-1 infection']","['JP2000505435A', 'JP2000515555A', 'JP2001187746A', 'JP2001527517A', 'JP2002503670A', 'JP2002533470A', 'JP2002536435A', 'JP2002538171A', 'JP2002539246A', 'JP2002544210A', 'JP2003502309A', 'JP2003503389A', 'JP2003524620A', 'JP2003528821A', 'JP2003530310A', 'JP2004346077A', 'JP2006511554A', 'JP2006512339A', 'JP2006514917A', 'JP2006515281A', 'JP2006520756A', 'JP2007503428A', 'JP2007516260A', 'JP2007524616A', 'JP2007536237A', 'JP2008509742A', 'JP2009525265A', 'JP2009526755A', 'JP2009531441A', 'JP2010522142A', 'JP2011508747A', 'JP2011508748A', 'JP2011508764A', 'JP2011528319A', 'JP2011529864A', 'JP3592337B2', 'JP4413427B2', 'JP4503896B2', 'JP4629104B2', 'JP4676536B2', 'JP4708329B2', 'JP4722295B2', 'JP4733393B2', 'JP4738172B2', 'JP4753511B2', 'JP4757802B2', 'JP4763957B2', 'JP4769257B2', 'JP4808380B2', 'JP4815348B2', 'JP4822367B2']","['https://www.ncbi.nlm.nih.gov/pubmed/11347724', 'https://www.ncbi.nlm.nih.gov/pubmed/11345223', 'https://www.ncbi.nlm.nih.gov/pubmed/11327199', 'https://www.ncbi.nlm.nih.gov/pubmed/11387159', 'https://www.ncbi.nlm.nih.gov/pubmed/11359661', 'https://www.ncbi.nlm.nih.gov/pubmed/11319914', 'https://www.ncbi.nlm.nih.gov/pubmed/11304900', 'https://www.ncbi.nlm.nih.gov/pubmed/11302408', 'https://www.ncbi.nlm.nih.gov/pubmed/11266428', 'https://www.ncbi.nlm.nih.gov/pubmed/11371700', 'https://www.ncbi.nlm.nih.gov/pubmed/11371681', 'https://www.ncbi.nlm.nih.gov/pubmed/11355843', 'https://www.ncbi.nlm.nih.gov/pubmed/11391173', 'https://www.ncbi.nlm.nih.gov/pubmed/11391165', 'https://www.ncbi.nlm.nih.gov/pubmed/11304769', 'https://www.ncbi.nlm.nih.gov/pubmed/11373794', 'https://www.ncbi.nlm.nih.gov/pubmed/11360738', 'https://www.ncbi.nlm.nih.gov/pubmed/11305478', 'https://www.ncbi.nlm.nih.gov/pubmed/11275609', 'https://www.ncbi.nlm.nih.gov/pubmed/11347962', 'https://www.ncbi.nlm.nih.gov/pubmed/11397623', 'https://www.ncbi.nlm.nih.gov/pubmed/11395690', 'https://www.ncbi.nlm.nih.gov/pubmed/11375341', 'https://www.ncbi.nlm.nih.gov/pubmed/11375339', 'https://www.ncbi.nlm.nih.gov/pubmed/11368826', 'https://www.ncbi.nlm.nih.gov/pubmed/11340537', 'https://www.ncbi.nlm.nih.gov/pubmed/11396919', 'https://www.ncbi.nlm.nih.gov/pubmed/11396754', 'https://www.ncbi.nlm.nih.gov/pubmed/11315759', 'https://www.ncbi.nlm.nih.gov/pubmed/11313030', 'https://www.ncbi.nlm.nih.gov/pubmed/11291758', 'https://www.ncbi.nlm.nih.gov/pubmed/11268163', 'https://www.ncbi.nlm.nih.gov/pubmed/11316998', 'https://www.ncbi.nlm.nih.gov/pubmed/11282520', 'https://www.ncbi.nlm.nih.gov/pubmed/11322888', 'https://www.ncbi.nlm.nih.gov/pubmed/11316764', 'https://www.ncbi.nlm.nih.gov/pubmed/11297905', 'https://www.ncbi.nlm.nih.gov/pubmed/11275438', 'https://www.ncbi.nlm.nih.gov/pubmed/11375053', 'https://www.ncbi.nlm.nih.gov/pubmed/11294662', 'https://www.ncbi.nlm.nih.gov/pubmed/11319682', 'https://www.ncbi.nlm.nih.gov/pubmed/11400000', 'https://www.ncbi.nlm.nih.gov/pubmed/11399999', 'https://www.ncbi.nlm.nih.gov/pubmed/11399998', 'https://www.ncbi.nlm.nih.gov/pubmed/11399984', 'https://www.ncbi.nlm.nih.gov/pubmed/11399982', 'https://www.ncbi.nlm.nih.gov/pubmed/11399973', 'https://www.ncbi.nlm.nih.gov/pubmed/11399971', 'https://www.ncbi.nlm.nih.gov/pubmed/11381644', 'https://www.ncbi.nlm.nih.gov/pubmed/11393736']","['11347724', '11345223', '11327199', '11387159', '11359661', '11319914', '11304900', '11302408', '11266428', '11371700', '11371681', '11355843', '11391173', '11391165', '11304769', '11373794', '11360738', '11305478', '11275609', '11347962', '11397623', '11395690', '11375341', '11375339', '11368826', '11340537', '11396919', '11396754', '11315759', '11313030', '11291758', '11268163', '11316998', '11282520', '11322888', '11316764', '11297905', '11275438', '11375053', '11294662', '11319682', '11400000', '11399999', '11399998', '11399984', '11399982', '11399973', '11399971', '11381644', '11393736']",,INDINAVIR SULFATE ETHANOLATE,https://pubchem.ncbi.nlm.nih.gov/compound/11954281,FEATURED,,,COMPOUND,"['https://pubchem.ncbi.nlm.nih.gov/compound/1118', 'https://pubchem.ncbi.nlm.nih.gov/compound/5362440', 'https://pubchem.ncbi.nlm.nih.gov/compound/702']","[7664-93-9, 12772-98-4, 14808-79-8], [150378-17-9], [64-17-5, 2154-50-9, 2348-46-1]",jTWBANTcJ8Hu7fkzmPZ0Zg
