url,common,preferred,brand,inn,pubchem,who_atc,cas,originator,stereochemistry,formula,mw,investigational,us_market,us_market_year,us_prev_market,first_year_approval,fda_links,target_list,condition_list,patent_list,pubmed,pmid,mesh,Parsed Molecule,Link,Result Type,CAS,Deprecated CAS,Compound/Substance
https://drugs.ncats.io/drug/7779K0857Y,['GRAIN MILL DUST'],GRAIN MILL DUST,[],,,,,,,,,0,0,,0,1974.0,[],[],[],[],[],[],,GRAIN MILL DUST,https://pubchem.ncbi.nlm.nih.gov/compound/702,RELEVANT,"64-17-5, 1702-17-6, 2154-50-9, 2348-46-1, 16489-90-0, 163515-14-8","121182-78-3, 8000-16-6, 8024-45-1, 8000-16-6, 8024-45-1",COMPOUND
https://drugs.ncats.io/drug/43DDR2YDYZ,['ACACIA POLLEN'],ACACIA POLLEN,[],,,,,,,,,0,0,,0,1974.0,[],[],[],[],[],[],,ACACIA POLLEN,https://pubchem.ncbi.nlm.nih.gov/compound/Acacia%20Pollen,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/85EA9K88OY,"['VENISON, UNSPECIFIED', 'DEER FLESH', 'DEER MEAT', 'DEER MUSCLE']",,[],,,,,,,,,0,0,,0,1974.0,[],[],[],[],[],[],,"VENISON, UNSPECIFIED",https://pubchem.ncbi.nlm.nih.gov/compound/Venison,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/9VVF5SCM9I,"['SMELT, UNSPECIFIED', 'SMELT']","SMELT, UNSPECIFIED",[],,,,,,,,,0,0,,0,1972.0,[],[],[],[],[],[],,"SMELT, UNSPECIFIED",https://pubchem.ncbi.nlm.nih.gov/compound/Smelt,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/D380C73WOU,"['SCALLOP, UNSPECIFIED', 'SCALLOP']","SCALLOP, UNSPECIFIED",[],,,,,,,,,0,0,,0,1972.0,[],[],[],[],[],[],,"SCALLOP, UNSPECIFIED",https://pubchem.ncbi.nlm.nih.gov/compound/Scallop,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/50Y07N9X03,"['PERCH, UNSPECIFIED', 'PERCH']","PERCH, UNSPECIFIED",[],,,,,,,,,0,0,,0,1972.0,[],[],[],[],[],[],,"PERCH, UNSPECIFIED",https://pubchem.ncbi.nlm.nih.gov/compound/Perch,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/EFN1AL1YP0,"['CATFISH, UNSPECIFIED', 'CATFISH']","CATFISH, UNSPECIFIED",[],,,,,,,,,0,0,,0,1972.0,[],[],[],[],[],[],,"CATFISH, UNSPECIFIED",https://pubchem.ncbi.nlm.nih.gov/compound/Catfish,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/IA4C8ND0DT,"['WHITEFISH, UNSPECIFIED', 'WHITE FISH ALLERGENIC EXTRACT', 'WHITE FISH', 'WHITEFISH']","WHITEFISH, UNSPECIFIED",[],,,,,,,,,0,0,,0,1972.0,[],[],[],[],[],[],,"WHITEFISH, UNSPECIFIED",https://pubchem.ncbi.nlm.nih.gov/substance/472386481,RELEVANT,N/A,,SUBSTANCE
https://drugs.ncats.io/drug/CYO6K3VM7F,"['MACKEREL, UNSPECIFIED', 'MACKEREL']","MACKEREL, UNSPECIFIED",[],,,,,,,,,0,0,,0,1972.0,[],[],[],[],[],[],,"MACKEREL, UNSPECIFIED",https://pubchem.ncbi.nlm.nih.gov/compound/Mackerel,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/34EX28T4C1,"['HERRING, UNSPECIFIED', 'HERRING']","HERRING, UNSPECIFIED",[],,,,,,,,,0,0,,0,1972.0,[],[],[],[],[],[],,"HERRING, UNSPECIFIED",https://pubchem.ncbi.nlm.nih.gov/compound/Herring,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/7TI7U5PF2U,"['TROUT, UNSPECIFIED', 'TROUT']","TROUT, UNSPECIFIED",[],,,,,,,,,0,0,,0,1972.0,[],[],[],[],[],[],,"TROUT, UNSPECIFIED",https://pubchem.ncbi.nlm.nih.gov/compound/Trout,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/253RUG1X1A,"['BLUEBERRY', 'BLUEBERRIES,RAW', 'BLUEBERRIES, RAW']",BLUEBERRY,[],,,,,,,,,0,0,,0,1972.0,[],[],[],[],[],[],,BLUEBERRY,https://pubchem.ncbi.nlm.nih.gov/compound/Blueberry,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/EYO007VX98,"['HOUSE DUST', 'DUST, MATTRESS', 'MATTRESS DUST', 'UPHOLSTERY DUST', 'RUG DUST', 'DUST, HOUSE MIXTURE', 'DUST, AUTOGENOUS']",HOUSE DUST,[],,,V01AA03,,,,,,0,0,,0,1965.0,[],[],[],[],[],[],,HOUSE DUST,https://pubchem.ncbi.nlm.nih.gov/compound/House%20Dust,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/T197LO581X,"['FLOUNDER, UNSPECIFIED', 'FLOUNDER']","FLOUNDER, UNSPECIFIED",[],,,,,,,,,0,0,,0,1965.0,[],[],[],[],[],[],,"FLOUNDER, UNSPECIFIED",https://pubchem.ncbi.nlm.nih.gov/compound/Flounder,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/JFH385Y744,"['COFFEE BEAN', 'COFFEE BEAN ALLERGENIC EXTRACT', 'COFFEE BEANS']",COFFEE BEAN,[],,,,,,,,,0,0,,0,1965.0,[],[],[],[],[],[],,COFFEE BEAN,https://pubchem.ncbi.nlm.nih.gov/compound/Coffee%20Bean,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/58RXI817UT,"['MUSTARD SEED, UNSPECIFIED']",,[],,,,,,,,,0,0,,0,1965.0,[],[],[],[],[],[],,"MUSTARD SEED, UNSPECIFIED",https://pubchem.ncbi.nlm.nih.gov/compound/Mustard%20Seed,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/6X543N684K,"['GRAPE', 'GRAPE, UNSPECIFIED', 'VITIS SPP. FRUIT']",GRAPE,[],,,,,,,,,0,0,,0,1965.0,[],[],[],[],[],[],,GRAPE,https://pubchem.ncbi.nlm.nih.gov/compound/Grape,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/BUC5I9595W,"['CHERRY', 'CHERRY [VANDF]', 'CHERRY [II]', 'CHERRY, UNSPECIFIED']",CHERRY,[],,,,,,,,,0,0,,0,1965.0,[],[],[],[],[],[],,CHERRY,https://pubchem.ncbi.nlm.nih.gov/compound/Cherry,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/S1VF61QLO9,"['CRAB LEG, UNSPECIFIED', 'CRAB LEG']","CRAB LEG, UNSPECIFIED",[],,,,,,,,,0,0,,0,1941.0,[],[],[],[],[],[],,"CRAB LEG, UNSPECIFIED","https://pubchem.ncbi.nlm.nih.gov/compound/Crab%20leg,%20unspecified",FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/8D6Q5LNG3D,"['COD, UNSPECIFIED', 'COD', 'COD, UNSPECIFIED PREPARATION', 'CODFISH']","COD, UNSPECIFIED",[],,,,,,,,,0,0,,0,1941.0,[],[],[],[],[],[],,"COD, UNSPECIFIED",https://pubchem.ncbi.nlm.nih.gov/substance/483925164,RELEVANT,N/A,,SUBSTANCE
https://drugs.ncats.io/drug/L7WXO2P5HM,"['POULTRY, UNSPECIFIED', 'CHICKEN, TURKEY, DUCK, GOOSE, OR QUAIL', 'POULTRY']","POULTRY, UNSPECIFIED",[],,,,,,,,,0,0,,0,1941.0,[],[],[],[],[],[],,"POULTRY, UNSPECIFIED","https://pubchem.ncbi.nlm.nih.gov/compound/Poultry,%20unspecified",FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/226LY0AFR9,"['QUAHOG, UNSPECIFIED', 'QUAHOG', 'MINCED CLAMS', 'CLAM', 'QUAHAUG', 'CLAM, QUAHOG']","QUAHOG, UNSPECIFIED",[],,,,,,,,,0,0,,0,1941.0,[],[],[],[],[],[],,"QUAHOG, UNSPECIFIED",https://pubchem.ncbi.nlm.nih.gov/substance/483929476,RELEVANT,N/A,,SUBSTANCE
https://drugs.ncats.io/drug/1891LE191T,"['SHRIMP, UNSPECIFIED', 'SHRIMP', 'CRUSTACEANS, SHRIMP, MIXED SPECIES, RAW', 'SHRIMP,MIXED SPECIES,RAW']","SHRIMP, UNSPECIFIED",[],,,,,,,,,0,0,,0,1941.0,[],[],[],[],[],[],,"SHRIMP, UNSPECIFIED",https://pubchem.ncbi.nlm.nih.gov/substance/483929476,RELEVANT,N/A,,SUBSTANCE
https://drugs.ncats.io/drug/ZQ6LG2C39M,"['LOBSTER, UNSPECIFIED', 'LOBSTER']","LOBSTER, UNSPECIFIED",[],,,,,,,,,0,0,,0,1941.0,[],[],[],[],[],[],,"LOBSTER, UNSPECIFIED",https://pubchem.ncbi.nlm.nih.gov/substance/347910701,RELEVANT,N/A,,SUBSTANCE
https://drugs.ncats.io/drug/6122W2M0GB,"['SALMON, UNSPECIFIED', 'SALMON']","SALMON, UNSPECIFIED",[],,,,,,,,,0,0,,0,1941.0,[],[],[],[],[],[],,"SALMON, UNSPECIFIED","https://pubchem.ncbi.nlm.nih.gov/compound/Salmon,%20unspecified",FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/V2T3IHT3E2,"['TUNA, UNSPECIFIED', 'TUNA']","TUNA, UNSPECIFIED",[],,,,,,,,,0,0,,0,1941.0,[],[],[],[],[],[],,"TUNA, UNSPECIFIED",https://pubchem.ncbi.nlm.nih.gov/substance/483925164,RELEVANT,N/A,,SUBSTANCE
https://drugs.ncats.io/drug/IW0OM96F6O,"['HAZELNUT, UNSPECIFIED', 'FILBERT', 'HAZELNUT']","HAZELNUT, UNSPECIFIED",[],,,,,,,,,0,0,,0,1941.0,[],[],[],[],[],[],,"HAZELNUT, UNSPECIFIED",https://pubchem.ncbi.nlm.nih.gov/substance/483931185,RELEVANT,N/A,,SUBSTANCE
https://drugs.ncats.io/drug/3NY3SM6B8U,"['YEAST, UNSPECIFIED', 'YEAST [INCI]', 'SACCHAROMYCES CEREVISIAE/SACCHAROMYCES BOULARDII [EMA HERBAL SUBSTANCE]', 'YEAST [MI]', 'YEAST, DRIED', 'YEAST [WHO-DD]', 'YEASTS', 'YEAST [EMA HERBAL SUBSTANCE]', 'YEAST [VANDF]']",,[],,,V01AA04,,,,,,0,0,,0,1941.0,[],[],[],[],[],[],,"YEAST, UNSPECIFIED",https://pubchem.ncbi.nlm.nih.gov/compound/Yeast,FEATURED,"877025-14-4, 977030-39-9",,COMPOUND
https://drugs.ncats.io/drug/61ZBX54883,"['LICORICE', 'LIQUORICE', 'LICORICE [DSC]', 'LICORICE [VANDF]', 'LICORICE, UNSPECIFIED', 'LICORICE [USP]', 'GAN CAO', 'SWEET HERB', 'ASPALON [JAN]', 'LIQUORICE ROOT', 'ASPALON', 'GLYCYRRHIZA GLABRA ROOT OR GLYCYRRHIZA URALENSIS ROOT', 'LIQUORICE ROOT [EP]', 'GLYCYRRHIZA GLABRA ROOT AND/OR GLYCYRRHIZA URALENSIS ROOT AND/OR GLYCYRRHIZA INFLATA ROOT']",LICORICE,[],,,,,,,,,0,0,,0,1921.0,[],[],[],[],[],[],,LICORICE,https://pubchem.ncbi.nlm.nih.gov/compound/Licorice,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/F85N2YHE4E,"['LONG CHAIN OMEGA-3 AND OMEGA-6 FATTY ACIDS', 'OMEGA-3 CARBOXYLIC ACID', 'OMEGA-3-CARBOXYLIC ACIDS [USAN]']",OMEGA-3-CARBOXYLIC ACIDS,['EPANOVA'],,,,,,,,,0,0,,1,2014.0,[],[],[],[],[],[],,OMEGA-3 CARBOXYLIC ACIDS,https://pubchem.ncbi.nlm.nih.gov/substance/482134749,RELEVANT,N/A,,SUBSTANCE
https://drugs.ncats.io/drug/8L6LAK9BTR,"['ESTROGENS, CONJUGATED SYNTHETIC B', 'ESTROGENS,CONJUGATED SYNTHETIC B [VANDF]', 'SYNTHETIC CONJUGATED ESTROGENS, B [USAN]', 'ESTROGENS,CONJUGATED SYNTHETIC B', 'SYNTHETIC CONJUGATED ESTROGENS, B [MART.]', 'ESTROGENS, CONJUGATED SYNTHETIC B [ORANGE BOOK]']","ESTROGENS, CONJUGATED SYNTHETIC B",['ENJUVIA'],,,,,,,,,0,0,,1,2004.0,[],[],[],[],[],[],,"ESTROGENS, CONJUGATED SYNTHETIC B","https://pubchem.ncbi.nlm.nih.gov/compound/Estrogens,%20Conjugated%20Synthetic%20B",FEATURED,746658-13-9,,COMPOUND
https://drugs.ncats.io/drug/JM2621P2LS,"['ESTROGENS, CONJUGATED SYNTHETIC A', 'SYNTHETIC CONJUGATED ESTROGENS, A', 'ESTROGENS, CONJUGATED SYNTHETIC A [ORANGE BOOK]', 'ESTROGENS,CONJUGATED SYNTHETIC A [VANDF]', 'ESTROGENS,CONJUGATED SYNTHETIC A', 'SYNTHETIC CONJUGATED ESTROGENS, A [MART.]']","ESTROGENS, CONJUGATED SYNTHETIC A",['CENESTIN'],,,,,,,,,0,0,,1,1999.0,[],[],[],[],[],[],,"ESTROGENS, CONJUGATED SYNTHETIC A","https://pubchem.ncbi.nlm.nih.gov/compound/Estrogens,%20Conjugated%20Synthetic%20A",FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/BI6GY4U9CW,"['DANAPAROID', 'DANAPAROID [VANDF]', 'DANAPAROID [WHO-DD]']",DANAPAROID,[],,,B01AB09,,,,,,0,0,,1,1996.0,[],[],[],[],[],[],,DANAPAROID,https://pubchem.ncbi.nlm.nih.gov/substance/7979021,RELEVANT,N/A,,SUBSTANCE
